name,u_switch_portsum,u_switch_portcount
Apache server@w0lxqwbpega02(wbg-bpmpega-opsportal3-uat),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqwbtom01(wbg-passkey-ssocert),Passkey Web Access ManagementPasskey Web Access Management,2
Apache server@w0lxqwbtom01(wbg-siteminder-wbfed),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbtom02(wbg-passkey-ssocert),Passkey Web Access ManagementPasskey Web Access Management,2
Apache server@w0lxqwbtom02(wbg-siteminder-wbfed),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxsifcjb01(ifc-asop),Advisory Services Operational Portal (ASOP)Advisory Services Operational Portal (ASOP),2
Apache server@w0lxsifcjb01(ifc-asop-mobileapproval),Advisory Services Operational Portal (ASOP)Advisory Services Operational Portal (ASOP),2
Apache server@w0lxsifcjb01(ifc-idesk-fms),iDesk - Funds Management System (FMS)iDesk - Funds Management System (FMS),2
Apache server@w0lxsifcjb01(ifc-idesk-dots),iDesk - Development Outcome Tracking System (DOTS)iDesk - Development Outcome Tracking System (DOTS),2
Apache server@w0lxqwbjbi02(wbg-prsportal-webtop),PRS Archive ReadOnlyPRS Archive ReadOnly,2
Apache server@w0lxqwbjbi01(wb-wbdocs),Documentum Archive PlatformDocumentum Archive Platform,2
Apache server@w0lxqwbjbi02(wbg-prsportal-metadata),PRS Archive ReadOnlyPRS Archive ReadOnly,2
Apache server@w0lxsifcjb01(ifc-ifcdocs-dfs72),IFCDocsIFCDocs,2
Apache server@w0lxqwbjbi02(wb-wbdocs),Documentum Archive PlatformDocumentum Archive Platform,2
Apache server@w0lxqwbjbi02(wb-wbdocs-api),Documentum Archive PlatformDocumentum Archive Platform,2
Apache server@w0lxsifcjb01(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for FundsiDesk - Credit Risk Report (CRR) for Funds,2
Apache server@w0lxqwbjbi02(wb-wbdocs-ecmrp),Documentum Archive PlatformDocumentum Archive Platform,2
Apache server@w0lxqwbjbi02(wb-wbdocs-rm),Documentum Archive PlatformDocumentum Archive Platform,2
Apache server@w0lxqwbjbi02(wb-wbdocs-search),Documentum Archive PlatformDocumentum Archive Platform,2
Apache server@w0lxqwbjbi02(wb-wbdocs-services),Documentum Archive PlatformDocumentum Archive Platform,2
Apache server@w0lxsifcjb01(ifc-ifcdocs-docsdfs72),IFCDocsIFCDocs,2
Apache server@w0lxqwbjbi02(wb-wbdocs-services2),Documentum Archive PlatformDocumentum Archive Platform,2
Apache server@w0lxqwbjbi02(wbg-prsportal),PRS Archive ReadOnlyPRS Archive ReadOnly,2
Apache server@w0lxqwbjbi02(wbg-azuread-b2bapi),WBG Authentication Platform (Azure AD)WBG Authentication Platform (Azure AD),2
Apache server@w0lxqwbjbi02(wbg-docmetahub),Documents Metadata HubDocuments Metadata Hub,2
Apache server@w0lxqwbjbi02(wbg-documentmgmtplatform-da),WBG Document Management Platform (Documentum)WBG Document Management Platform (Documentum),2
Apache server@w0lxqwbjbi02(wbg-documentmgmtplatform-webtop),WBG Document Management Platform (Documentum)WBG Document Management Platform (Documentum),2
Apache server@w0lxqwbjbi02(wbg-ecmrpservice),Enterprise Content Management Resource Provider Service (ECMRP)Enterprise Content Management Resource Provider Service (ECMRP),2
Apache server@w0lxqwbjbi02(wbg-lars),Leave Attendance Recording System (LARS)Leave Attendance Recording System (LARS),2
Apache server@w0lxqwbjbi02(wbg-myhr),Human Resources (myHR)Human Resources (myHR),2
Apache server@w0lxqwbjbi02(wbg-oracleconnect),Connection Service App (Oracle DB)Connection Service App (Oracle DB),2
Apache server@w0lxqwbjbi01(wb-wbdocs-api),Documentum Archive PlatformDocumentum Archive Platform,2
Apache server@w0lxtifcjb01(ifc-asop),Advisory Services Operational Portal (ASOP)Advisory Services Operational Portal (ASOP),2
Apache server@w0lxqwbjbi01(wb-trsibrd),Time Recording System IBRDTime Recording System IBRD,2
Apache server@w0lxqifcjb01(ifc-idesk-dots),iDesk - Development Outcome Tracking System (DOTS)iDesk - Development Outcome Tracking System (DOTS),2
Apache server@w0lxqaspose02(wb-opsportal3-aspose),Operations PortalOperations Portal,2
Apache server@w0lxqebzpega01(wbg-bpmpega-ebusiness),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqebzpega02(wbg-bpmpega-ebusiness),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqebzpega03(wbg-bpmpega-ebusiness),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqebzpega04(wbg-bpmpega-ebusiness),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqfinpega01(wbg-bpmpega-sapadminportal),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqfinpega02(wbg-bpmpega-sapadminportal),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqicamqa8201(wb-sailpoint),WBG User Provisioning Platform (SailPoint)WBG User Provisioning Platform (SailPoint),2
Apache server@w0lxqicamqa8202(wb-sailpoint),WBG User Provisioning Platform (SailPoint)WBG User Provisioning Platform (SailPoint),2
Apache server@w0lxqifcjb01(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for FundsiDesk - Credit Risk Report (CRR) for Funds,2
Apache server@w0lxqifcjb01(ifc-idesk-fms),iDesk - Funds Management System (FMS)iDesk - Funds Management System (FMS),2
Apache server@w0lxpwbtom04(wbg-siteminder-wbfed),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqifcjb01(ifc-idesk-reachdata),iDesk - ReachiDesk - Reach,2
Apache server@w0lxqifcjb01(ifc-ifcdocs-da72),IFCDocsIFCDocs,2
Apache server@w0lxqifcjb01(ifc-ifcdocs-dfs72),IFCDocsIFCDocs,2
Apache server@w0lxqifcjb01(ifc-ifcdocs-docsdfs72),IFCDocsIFCDocs,2
Apache server@w0lxqifcjb01(ifc-ifcdocs-ecmwebtop72),IFCDocsIFCDocs,2
Apache server@w0lxqifcjb01(ifc-ifcdocs-restservices72),IFCDocsIFCDocs,2
Apache server@w0lxqifcjb01(ifc-ifcdocs-rm72),IFCDocsIFCDocs,2
Apache server@w0lxqifcjb01(ifc-search),IFC SearchIFC Search,2
Apache server@w0lxqifcpega04(wbg-bpmpega-iportal-QA-8A),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqifcpega06(wbg-bpmpega-iportal-QA4),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqaspose01(wb-opsportal3-aspose),Operations PortalOperations Portal,2
Apache server@w0lxpwbtom04(wbg-passkey-ssocert),Passkey Web Access ManagementPasskey Web Access Management,2
Apache server@w0lxqpega01(wbg-bpmpega-capmarketworkflow-tre),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxpwbjbi04(wbg-siteminder-sso),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxpwbjbi04(wbg-azuread-b2bapi),WBG Authentication Platform (Azure AD)WBG Authentication Platform (Azure AD),2
Apache server@w0lxpwbjbi04(wbg-azuread-tesmonitor),WBG Authentication Platform (Azure AD)WBG Authentication Platform (Azure AD),2
Apache server@w0lxpwbjbi04(wbg-documentmgmtplatform-da),WBG Document Management Platform (Documentum)WBG Document Management Platform (Documentum),2
Apache server@w0lxpwbjbi04(wbg-documentmgmtplatform-webtop),WBG Document Management Platform (Documentum)WBG Document Management Platform (Documentum),2
Apache server@w0lxpwbjbi04(wbg-lars),Leave Attendance Recording System (LARS)Leave Attendance Recording System (LARS),2
Apache server@w0lxpwbjbi04(wbg-myhr),Human Resources (myHR)Human Resources (myHR),2
Apache server@w0lxpwbjbi04(wbg-prsportal),PRS Archive ReadOnlyPRS Archive ReadOnly,2
Apache server@w0lxpwbjbi04(wbg-prsportal-metadata),PRS Archive ReadOnlyPRS Archive ReadOnly,2
Apache server@w0lxpwbjbi04(wbg-prsportal-webtop),PRS Archive ReadOnlyPRS Archive ReadOnly,2
Apache server@w0lxpwbjbi04(wbg-siteminder-cbainternal),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxpwbjbi04(wbg-siteminder-ssoe),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxpwbtom03(wbg-siteminder-wbfed),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxpwbjbi04(wbg-staffrecordsmgmt-portal),SRM Archive ReadOnlySRM Archive ReadOnly,2
Apache server@w0lxpwbjbi04(wbg-staffrecordsmgmt-webtop),SRM Archive ReadOnlySRM Archive ReadOnly,2
Apache server@w0lxpwbjbi04(wbg-webarchint),Intranet Web Archives (IWA)Intranet Web Archives (IWA),2
Apache server@w0lxpwbpega01(wbg-bpmpega-opsportal3),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxpwbpega02(wbg-bpmpega-opsportal3),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxpwbtom01(wbg-passkey-ssocert),Passkey Web Access ManagementPasskey Web Access Management,2
Apache server@w0lxpwbtom01(wbg-siteminder-wbfed),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxpwbtom02(wbg-siteminder-wbfed),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
edsanalyticsappdev,WBG Portal - Business Intelligence Reporting PortalWBG Portal - Business Intelligence Reporting Portal,2
Apache server@w0lxpwbtom03(wbg-passkey-ssocert),Passkey Web Access ManagementPasskey Web Access Management,2
Apache server@w0lxqifcpega07(wbg-bpmpega-sma),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqpegaaes01(wbg-bpmpega-aes-ops),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqwbjbi01(wb-taskteamdash),Task Team DashboardTask Team Dashboard,2
Apache server@w0lxqwbjbi01(wb-implstatusreportapp),Implementation Status and Results Report - Mobile (ISR)Implementation Status and Results Report - Mobile (ISR),2
Apache server@w0lxqwbjbe02(wbg-siteminder-ssoapm),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbe02(wbg-siteminder-ssoext),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbe02(wbg-siteminder-ssoextapm),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxsifcjb01(ifc-iportal-api1uat),iPortaliPortal,2
Apache server@w0lxqwbjbe02(wbg-siteminder-ssoextm),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbe02(wbg-siteminder-wbfed),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbi01(wb-approvals-madmin),Approvals AppApprovals App,2
Apache server@w0lxqwbjbi01(wb-bankevents),WBGEventsWBGEvents,2
Apache server@w0lxqwbjbi01(wb-icsiddocs),ICSID DocsICSID Docs,2
Apache server@w0lxqwbjbi01(wb-icsiddocs-rm),ICSID DocsICSID Docs,2
Apache server@w0lxqwbjbi01(wb-irisredirection),IRIS Redirection ApplicationIRIS Redirection Application,2
Apache server@w0lxqwbjbe02(wbg-myhr-ext),Human Resources (myHR)Human Resources (myHR),2
Apache server@w0lxqwbjbi01(wb-mgmtdashboard),Management DashboardManagement Dashboard,2
Apache server@w0lxqwbjbi01(wb-opsdashboard),Operations Dashboard - Implementation Completion and Results Report Review (ICRR)Operations Dashboard - Implementation Completion and Results Report Review (ICRR),2
Apache server@w0lxqwbjbi01(wb-opsdashboard-step),Operations Dashboard - Implementation Completion and Results Report Review (ICRR)Operations Dashboard - Implementation Completion and Results Report Review (ICRR),2
Apache server@w0lxqwbjbi01(wb-opsportal2),Operations Portal 2.0Operations Portal 2.0,2
Apache server@w0lxqwbjbi01(wb-opsportal3),Operations PortalOperations Portal,2
Apache server@w0lxqwbjbi01(wb-opsportal3mobile),Operations Portal 3.0 - MobileOperations Portal 3.0 - Mobile,2
Apache server@w0lxqwbjbi01(wb-projfeedbackdashboard),Project Feedback Survey DashboardProject Feedback Survey Dashboard,2
Apache server@w0lxqwbjbi01(wb-standardreports),Standard Reports for OperationsStandard Reports for Operations,2
Apache server@w0lxqwbjbi01(wb-standardreports-data),Standard Reports for OperationsStandard Reports for Operations,2
Apache server@w0lxqwbjbi01(wb-tapdashboard),Text Analytic Processing (TAP)Text Analytic Processing (TAP),2
Apache server@w0lxqwbjbe02(wbg-siteminder-cbaexternal),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbe02(wb-step-ui),Systematic Tracking of Exchanges in Procurement (STEP)Systematic Tracking of Exchanges in Procurement (STEP),2
Apache server@w0lxqtrepega02(wbg-bpmpega-capmarketworkflow-tre),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxqwbjbe01(wbg-siteminder-ssoapm),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbe01(wb-imagebankdocuments-api),Image Bank - Documents and ReportsImage Bank - Documents and Reports,2
Apache server@w0lxqwbjbe01(wb-imagebankdocuments-v2),Image Bank - Documents and ReportsImage Bank - Documents and Reports,2
Apache server@w0lxqwbjbe01(wb-imagebankdocuments-v2-dnrdocs),Image Bank - Documents and ReportsImage Bank - Documents and Reports,2
Apache server@w0lxqwbjbe01(wb-procurementcomplaints),Procurement ComplaintsProcurement Complaints,2
Apache server@w0lxqwbjbe01(wb-projfeedbacksurvey),Project Feedback Survey - InternalProject Feedback Survey - Internal,2
Apache server@w0lxqwbjbe01(wb-pubdocsportal),Pubdocs - Public Documents ExternalPubdocs - Public Documents External,2
Apache server@w0lxqwbjbe01(wb-step-api),Systematic Tracking of Exchanges in Procurement (STEP)Systematic Tracking of Exchanges in Procurement (STEP),2
Apache server@w0lxqwbjbe01(wb-step-ui),Systematic Tracking of Exchanges in Procurement (STEP)Systematic Tracking of Exchanges in Procurement (STEP),2
Apache server@w0lxqwbjbe01(wbg-myhr-ext),Human Resources (myHR)Human Resources (myHR),2
Apache server@w0lxqwbjbe01(wbg-siteminder-cbaexternal),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbe01(wbg-siteminder-ssoext),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbe02(wb-step-api),Systematic Tracking of Exchanges in Procurement (STEP)Systematic Tracking of Exchanges in Procurement (STEP),2
Apache server@w0lxqwbjbe01(wbg-siteminder-ssoextapm),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbe01(wbg-siteminder-ssoexte),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbe01(wbg-siteminder-ssoextm),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbe01(wbg-siteminder-wbfed),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxqwbjbe02(wb-imagebankdocuments-api),Image Bank - Documents and ReportsImage Bank - Documents and Reports,2
Apache server@w0lxqwbjbe02(wb-imagebankdocuments-v2),Image Bank - Documents and ReportsImage Bank - Documents and Reports,2
Apache server@w0lxqwbjbe02(wb-imagebankdocuments-v2-dnrdocs),Image Bank - Documents and ReportsImage Bank - Documents and Reports,2
Apache server@w0lxqwbjbe02(wb-procurementcomplaints),Procurement ComplaintsProcurement Complaints,2
Apache server@w0lxqwbjbe02(wb-projfeedbacksurvey),Project Feedback Survey - InternalProject Feedback Survey - Internal,2
Apache server@w0lxqwbjbe02(wb-pubdocsportal),Pubdocs - Public Documents ExternalPubdocs - Public Documents External,2
Apache server@w0lxqwbjbe02(wbg-siteminder-ssoexte),WBG Authentication Platform (Siteminder)WBG Authentication Platform (Siteminder),2
Apache server@w0lxsifcjb02(ifc-intranet-api1oauth),IFC IntranetIFC Intranet,2
Apache server@w0lxsifcjb01(ifc-search),IFC SearchIFC Search,2
Apache server@w0lxtifcjbtr01(ifc-iportal-api1p),iPortaliPortal,2
Apache server@w0lxtinfamdm01(wbg-mdmplatform-Partner),WBG Master Data Management Platform (WBG Partner)WBG Master Data Management Platform (WBG Partner),2
Apache server@w0lxtinfamdm01(wbg-mdmplatform-Refdata),Master Data Management & Data Governance HubMaster Data Management & Data Governance Hub,2
Apache server@w0lxtrfinpega01(wbg-bpmpega-ebusiness-aria),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@w0lxtwbpega01(wbg-bpmpega-opsportal3-1),WBG Business Process Management Platform (PEGA)WBG Business Process Management Platform (PEGA),2
Apache server@walxdifcgmap01(ifc-gmap),Global Map of Environmental & Social Risk in Agro-commodity Production (GMAP)Global Map of Environmental & Social Risk in Agro-commodity Production (GMAP),2
Apache server@walxmobappda01(wb-approvals-mobileappint),Approvals AppApprovals App,2
Apache server@walxmobappda02(wb-approvals-mobilityservices),Approvals AppApprovals App,2
Apache server@walxmobappprd01(wb-approvals-mobileappint),Approvals AppApprovals App,2
Apache server@walxmobappprd02(wb-approvals-mobileappint),Approvals AppApprovals App,2
